BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Cluster,PCA1,PCA2
2,8000,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.07717121217444159,-0.5232178799777197
3,22000,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.1454455645350057,-0.9626819689479996
2,12000,1000,3 out of 5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.1678735492228211,-0.3716599966673494
3,10000,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,-0.09109314127448488,-0.7744341664707314
3,15000,1360,6 out of 8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.4154459487560556,-1.017427299545716
1,6500,400,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9767272112255234,0.3517425137866785
2,25000,1150,1 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.07642173397040242,-0.20832171174672717
2,12000,700,1 out of 5,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.42155725679950673,-0.21673066215531112
1,9000,100,Upper Basement out of 4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.2078237208397318,0.5529801083326862
2,7000,800,Ground out of 1,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.38217041686556563,-0.3609902937272628
2,20000,500,1 out of 5,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.5184006950373705,0.03474199296141677
2,9000,900,1 out of 3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2795394226366888,-0.3755867972041
3,30000,1500,3 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.048602126297142,-0.7112093138312718
3,15500,1600,1 out of 4,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,1.6229103544098995,-1.132109115148553
2,10500,1300,1 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.07225783957637827,-0.5543742871997693
3,16000,1305,2 out of 5,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.7572194077824247,-0.869831502588676
1,6000,400,1 out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9812446508180188,0.3424808617798845
2,15000,600,1 out of 2,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.4790138551034294,-0.10951763861053496
2,21000,1130,3 out of 5,Super Area,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,0.023369970058660098,-0.2720863055002758
1,9000,890,4 out of 5,Carpet Area,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.5397899575544598,0.14499952745098532
3,30000,1606,9 out of 19,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7589897767438,-0.8666197936417706
1,6500,650,Ground out of 3,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.7653241215782853,0.22263473502664646
2,6000,600,3 out of 4,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.1810805082045763,-0.1755585931165799
2,45000,1350,20 out of 35,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent,2,0.42624178938800933,0.05885814551700318
2,15000,1050,1 out of 4,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.09848829373840103,-0.3419116403785924
2,16000,1600,1 out of 2,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,0.9963861231067429,-0.7080942312533199
3,22000,1840,3 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.8845840351736882,-1.135651106669863
2,12000,1100,5 out of 6,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.0833123133639259,-0.42330310817136213
2,13000,800,2 out of 3,Super Area,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3279611417556207,-0.24985046964573604
2,10000,800,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.35506577931059313,-0.30542038168649943
2,15000,1100,1 out of 5,Super Area,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.05620767580895344,-0.3677331961305988
3,15000,2000,Ground out of 1,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.9566378582529849,-1.347943213171398
1,9000,750,2 out of 5,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.658175687756913,0.21729988355660323
3,20000,1650,3 out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.0850951882355764,-0.9739070212231689
2,6500,600,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.5558103281758514,-0.26696572272603114
3,45000,2352,1 out of 5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner,1,3.14609252446225,-1.074696626874134
3,42000,2671,2 out of 14,Carpet Area,Whitefields,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,2.767985488860924,-1.1943392829964528
2,12000,550,1 out of 4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.5483991105878495,-0.13926599489929198
3,24000,1700,1 out of 5,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,2.4050208037774463,-1.1269729241533144
2,16000,1050,2 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.08945341455341019,-0.3233883363650045
6,20000,2400,Ground out of 1,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner,1,4.853934950736705,-2.8068276164010717
2,15000,800,1 out of 2,Super Area,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.30989138338563904,-0.2128038616185605
2,15000,1000,2 out of 3,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.14076891166784863,-0.316090084626586
2,8000,1100,2 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.1194518301038892,-0.49739632422571334
1,6500,160,Ground out of 1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.1796741772868717,0.4756859813963092
2,22000,1230,5 out of 5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,2,0.11696608510254607,-0.3052061129907007
1,6200,500,Ground out of 5,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8948764391221253,0.29454241107858925
1,9000,300,2 out of 4,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-2.0387012491219414,0.4496938853246607
2,9000,1156,Ground out of 2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.06306265883791705,-0.5077931626543727
2,15000,1100,2 out of 4,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.05620767580895344,-0.3677331961305988
2,15000,1250,3 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,0.07063417797938934,-0.4451978633866179
3,15000,900,1,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.0264642638051376,-0.7798689866272573
1,6800,650,2 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.762613657822788,0.22819172623072279
1,5000,350,2 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.032560147932457,0.34977911351830304
2,12000,1500,Ground out of 3,Super Area,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,0.25493263007165495,-0.6298755541874131
2,12000,100,Ground out of 3,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.9289246719528779,0.09312800686876552
2,12000,900,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2524347850817163,-0.3200168851633366
2,18000,990,3 out of 3,Super Area,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.12212039769876569,-0.2553558614354213
3,25000,1700,5 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7933029425262077,-1.0077808385234814
2,15000,900,3 out of 6,Super Area,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.22533014752674382,-0.26444697312257326
3,23000,1700,2 out of 5,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7752331841562259,-1.044827446550657
2,10500,1050,Ground out of 3,Super Area,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.13914525007085973,-0.4252665084397374
3,37000,1550,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7748796389577546,-0.7080365231044087
2,16000,1050,1 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.08945341455341019,-0.3233883363650045
3,25000,1600,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7087417066673125,-0.9561377270194688
2,14000,1250,1 out of 4,Super Area,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.06159929879439852,-0.4637211674002057
2,10000,700,3 out of 4,Super Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.0603797556057177,-0.15310848856624149
2,12500,1100,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.07879487377143049,-0.4140414561645683
2,15000,850,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.8883635058924209,-0.13795663575432168
3,35000,1700,2 out of 3,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,1,1.8836517343761159,-0.8225477983876035
3,30000,1800,1 out of 5,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,1.9230385743100569,-0.9668074299595553
1,8000,520,3 out of 5,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.861701409417363,0.31755573600224474
2,7000,800,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.38217041686556563,-0.3609902937272628
1,5500,67,Ground out of 1,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.267351005820635,0.5051907710814532
1,5000,500,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
2,8500,1060,2 out of 5,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.14875888485495184,-0.4674774276173143
2,8000,900,Ground out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-0.9093270422579091,-0.29344131960144265
2,16000,1650,Ground out of 3,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,-0.2028387398362684,-0.5325782237728359
2,7500,800,2 out of 4,Super Area,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3776529772730702,-0.3517286417204689
6,35000,3400,Ground out of 2,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,7,Contact Owner,3,7.697328718409207,-3.347415516086118
3,8000,1100,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,-0.10916289964446656,-0.811480774497907
2,45000,1492,4 out of 31,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.5463187443076405,-0.014475072818694961
3,9000,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,-0.10012802045947572,-0.7929574704843192
4,60000,2990,3 out of 13,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,3.8314053274762867,-1.4404145683381124
3,70000,2780,4 out of 26,Super Area,Nanakram Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,3.1131338531268624,-0.7319777621553686
2,9000,1100,1 out of 2,Carpet Area,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.11041695091889836,-0.4788730202121255
2,11000,90,Ground out of 5,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.9464156747237581,0.07976901400557897
2,5800,760,1 out of 2,Super Area,Ali Bagh Kala pather,Hyderabad,Unfurnished,Family,2,Contact Owner,2,-0.42683676623111266,-0.36256101394196305
1,9000,600,Ground out of 4,Super Area,Yeshwanthpur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-1.7850175415452558,0.2947645508126223
2,18000,940,6 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.1644010156282133,-0.22953430568341499
3,45000,1742,24 out of 33,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,1,2.00951624528676,-0.6590048650834108
3,55000,2000,Ground out of 12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.318033025652618,-0.6070110526278859
1,9500,800,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.61137763023497,0.20073997981139072
3,35000,1800,1 out of 3,Super Area,Deepthisri nagar colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,1.968212970235011,-0.8741909098916163
2,7500,1350,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.08743381995085346,-0.6357657549925391
3,25000,1685,Ground out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,1.7806187571473733,-1.0000343717978795
2,12500,1250,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,0.6687997204531416,-0.5921749050368326
3,22000,1800,1 out of 2,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,1.8507595408301303,-1.1149938620682578
2,7500,853,4 out of 5,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.33283552226785573,-0.37909949081759564
3,42000,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,1,2.2005795962477372,-0.8478140048045273
1,8000,800,Ground out of 2,Super Area,Adikmet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-1.6249299490124565,0.172955023791009
2,20000,1200,Ground out of 1,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,-0.5472247844613336,-0.22609100595042736
2,19000,1100,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.020068159068990125,-0.29363998007624753
1,14000,550,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,0,-1.7821237635497493,0.41320262663256774
4,200000,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner,3,8.456126121744724,-0.06375785602062259
2,18500,920,3 out of 5,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,2,Contact Owner,2,-0.1767958232074969,-0.2099440313758185
3,38000,1400,4 out of 6,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.0363199239181733,-0.5113797702185566
3,67000,2310,3 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,3,Contact Agent,1,2.6885914070350827,-0.5448250501272719
2,5000,650,2 out of 3,Super Area,Balanagar,Hyderabad,Unfurnished,Family,2,Contact Owner,2,-0.52708202902389,-0.32057223449841926
1,25000,700,5 out of 5,Carpet Area,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,0,-0.935145498290278,0.43882552190976915
1,7000,300,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.056771007491923,0.4126472772974851
4,10000,100,1 out of 3,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.3150889114684446,-0.7734250649352877
2,25000,1050,1 out of 5,Carpet Area,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.008139501888492795,-0.15667860024271443
2,11000,1125,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.0712068835841929,-0.4547371900609531
4,17000,1600,2 out of 5,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,1,2.888257084519267,-1.6197461726328555
3,47000,2400,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,1,2.583998935608272,-0.9617699307526393
2,10000,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.48190763309893586,-0.2279557144304803
1,7500,1000,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.4603249168871615,0.060407148776189565
2,10000,900,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.27050454345169794,-0.35706349319051217
2,11000,1250,1 out of 3,Super Area,Hyderabad Shah Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,0.6552474016756554,-0.6199598610572142
2,21000,1020,8 out of 9,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.06964738938612465,-0.21527888284586177
3,15000,1270,1,Carpet Area,Tarnaka,Hyderabad,Furnished,Family,2,Contact Owner,2,0.7185880960468206,-0.8702797175758593
1,7500,600,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.7985698603227422,0.26697959479224065
1,6500,500,2 out of 3,Carpet Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,0,-1.8921659753666282,0.3000994022826657
2,7500,800,2 out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3776529772730702,-0.3517286417204689
3,15000,1500,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,0.9130789385222796,-0.9890588740350887
2,11000,1200,2 out of 3,Super Area,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.007785956690021568,-0.49346952368896263
3,23000,1900,1 out of 2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.944355655874016,-1.1481136695586827
2,11000,950,2 out of 4,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.21918904633725952,-0.36436174492893075
1,8000,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.047736128306932,0.4311705813110729
2,13000,1250,Ground out of 1,Super Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.052564419609407706,-0.48224447141379345
2,17000,1200,2 out of 4,Super Area,"Srini kunj Anasuya Enclave, Lingampally, Kachiguda, Hyderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,0.046423318419923365,-0.3823296996074359
2,16000,1100,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.0471727966239626,-0.3492098921170109
2,12000,1100,2 out of 4,Super Area,Prem nagar-Erragadda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.0833123133639259,-0.42330310817136213
2,20000,1500,1 out of 2,Super Area,Jeedimetla,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.32721166355158154,-0.48168912207871084
3,18000,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,0.8556223402183567,-0.8818458504903126
3,50000,1742,11 out of 35,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,1,2.054690641211714,-0.5663883450154719
2,23000,1250,2 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.14291321145931593,-0.2970114312779155
1,16500,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-1.6749753297283771,0.4078677751625244
3,25000,1545,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1,1.0414802865086907,-0.8270652340760165
1,13000,700,1 out of 2,Carpet Area,"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,0,-1.0435640485101678,0.21654587374671558
2,12000,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.3394938659305502,-0.6815186656914259
3,37000,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1,1.9017214927460975,-0.7855011903604279
2,6500,920,Ground out of 27,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.28521437342738676,-0.432223679538872
2,13000,1115,3 out of 5,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,2,-0.061593248800100794,-0.41252627088337623
3,17500,1000,2 out of 4,Carpet Area,"Opp. Deccan college, Darusalam",Hyderabad,Semi-Furnished,Family,2,Contact Owner,2,0.5128599571902805,-0.6845350564810553
2,15000,1200,3 out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.028353560049941717,-0.4193763076346115
1,4000,500,2 out of 3,Super Area,Almasguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9147531733291052,0.2537911422486962
3,15000,1850,1 out of 1,Super Area,"Tarapuri Colony, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.2090432640284126,-1.1698097642991334
1,9000,600,2 out of 2,Super Area,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,0,-1.1642648011090264,0.19409576919637705
2,13000,200,3 out of 3,Carpet Area,Puppalaguda,Hyderabad,Unfurnished,Family,2,Contact Owner,2,-0.8353285569089919,0.06000819937834056
3,25000,1500,1 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.6241804708084173,-0.904494615515456
3,37000,2100,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.239966436181678,-0.992073636376479
3,25000,1250,1 out of 3,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.4127773811611792,-0.775386836755424
1,13000,800,3 out of 4,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.5797555530875023,0.26557154385894804
3,20000,1450,1 out of 5,Super Area,"Rethibowli, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,0.915972716517786,-0.8706207982151434
3,37000,1960,8 out of 20,Super Area,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.1215807059792247,-0.9197732802708611
3,40000,1965,10 out of 14,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.1529134053271424,-0.8667855238052984
3,45000,1834,15 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.0873125822769434,-0.7065165276671026
3,44000,1834,12 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.0782777030919526,-0.7250398316806904
2,15000,1150,1 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.013927057879505825,-0.39355475188260514
3,37000,1800,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,1,1.9862827286049927,-0.8371443018644407
2,12000,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.1678735492228211,-0.3716599966673494
